,date,varname,value,participant,asset_type,asset_or_liability
8186,1985-07-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
8187,1985-07-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,158741.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
8188,1985-07-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
8189,1985-07-01,Federal government; other nonmarketable Treasury securities; liability,6708.0,federal_government,other_nonmarketable_treasury_securities,liability
8190,1985-07-01,All sectors; Treasury securities; asset,1657592.0,all_sectors,treasury_securities,asset
8191,1985-07-01,Households and nonprofit organizations; Treasury securities; asset,300689.0,households_and_nonprofit_organizations,treasury_securities,asset
8192,1985-07-01,Z1/Z1/FL313161400.Q.1,78248.0,,,
8193,1985-07-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",222441.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
8194,1985-07-01,Nonfinancial corporate business; Treasury securities; asset,35913.0,nonfinancial_corporate_business,treasury_securities,asset
8195,1985-07-01,Nonfinancial noncorporate business; total U.S. government securities; asset,5588.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
8196,1985-07-01,"State and local governments; Treasury securities, including SLGS; asset",196949.0,state_and_local_governments,treasury_securities_including_slgs,asset
8197,1985-07-01,Z1/Z1/FL213061120.Q.1,62780.0,,,
8198,1985-07-01,"State and local governments; Treasury securities, excluding SLGS; asset",134169.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
8199,1985-07-01,Monetary authority; total Treasury securities; asset,169702.0,monetary_authority,total_treasury_securities,asset
8200,1985-07-01,Monetary authority; Treasury bills; asset,79231.0,monetary_authority,treasury_bills,asset
8201,1985-07-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",90471.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
8202,1985-07-01,U.S.-chartered depository institutions; Treasury securities; asset,227294.0,u.s.-chartered_depository_institutions,treasury_securities,asset
8203,1985-07-01,Foreign banking offices in the U.S.; Treasury securities; asset,4424.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
8204,1985-07-01,Banks in U.S.-affiliated areas; Treasury securities; asset,1167.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
8205,1985-07-01,Credit unions; Treasury securities; asset,5950.0,credit_unions,treasury_securities,asset
8206,1985-07-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",30004.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
8207,1985-07-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",3181.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
8208,1985-07-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",26823.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
8209,1985-07-01,Life insurance companies; Treasury securities; asset,46615.0,life_insurance_companies,treasury_securities,asset
8210,1985-07-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
8211,1985-07-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",46615.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
8212,1985-07-01,Private pension funds; Treasury securities; asset,122973.0,private_pension_funds,treasury_securities,asset
8213,1985-07-01,Private defined benefit pension funds; Treasury securities; asset,92230.0,private_defined_benefit_pension_funds,treasury_securities,asset
8214,1985-07-01,Private defined contribution pension funds; Treasury securities; asset,30743.0,private_defined_contribution_pension_funds,treasury_securities,asset
8215,1985-07-01,Federal government retirement funds; Treasury securities; asset,158741.0,federal_government_retirement_funds,treasury_securities,asset
8216,1985-07-01,Federal government defined benefit retirement funds; Treasury securities; asset,158741.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
8217,1985-07-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
8218,1985-07-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,79910.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
8219,1985-07-01,Money market funds; Treasury securities; asset,22677.0,money_market_funds,treasury_securities,asset
8220,1985-07-01,Money market funds; Treasury bills; asset,18924.0,money_market_funds,treasury_bills,asset
8221,1985-07-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",3753.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
8222,1985-07-01,Mutual funds; Treasury securities; asset (market value),23706.0,mutual_funds,treasury_securities,asset_(market_value)
8223,1985-07-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
8224,1985-07-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",23706.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
8225,1985-07-01,Closed-end funds; Treasury securities; asset,559.0,closed-end_funds,treasury_securities,asset
8226,1985-07-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
8227,1985-07-01,Government-sponsored enterprises; Treasury securities; asset,10557.0,government-sponsored_enterprises,treasury_securities,asset
8228,1985-07-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
8229,1985-07-01,Security brokers and dealers; Treasury securities (net); asset,-3436.0,security_brokers_and_dealers,treasury_securities_(net),asset
8230,1985-07-01,Holding companies; Treasury securities; asset,648.0,holding_companies,treasury_securities,asset
8231,1985-07-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
8232,1985-07-01,Rest of the world; Treasury securities; asset,216962.0,rest_of_the_world,treasury_securities,asset
8233,1985-07-01,Rest of the world; Treasury bills and certificates; asset,73756.0,rest_of_the_world,treasury_bills_and_certificates,asset
8234,1985-07-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",143206.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
8235,1985-07-01,Instrument discrepancies; Treasury securities (level),-2787.0,,,
8236,1985-10-01,Federal government; Treasury securities; liability,1758725.0,federal_government,treasury_securities,liability
8237,1985-10-01,Federal government; marketable Treasury securities; liability,1425915.0,federal_government,marketable_treasury_securities,liability
8238,1985-10-01,Federal government; Treasury bills; liability,399893.0,federal_government,treasury_bills,liability
8239,1985-10-01,Federal government; other marketable Treasury securities; liability,1011828.0,federal_government,other_marketable_treasury_securities,liability
8240,1985-10-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,14194.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
8241,1985-10-01,Federal government; nonmarketable Treasury securities; liability,332810.0,federal_government,nonmarketable_treasury_securities,liability
8242,1985-10-01,Federal government; U.S. savings securities; liability,79777.0,federal_government,u.s._savings_securities,liability
8243,1985-10-01,State and local governments; State and local government series securities (SLGS); asset,87510.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
8244,1985-10-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
8245,1985-10-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,157936.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
8246,1985-10-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
8247,1985-10-01,Federal government; other nonmarketable Treasury securities; liability,7587.0,federal_government,other_nonmarketable_treasury_securities,liability
8248,1985-10-01,All sectors; Treasury securities; asset,1769061.0,all_sectors,treasury_securities,asset
8249,1985-10-01,Households and nonprofit organizations; Treasury securities; asset,291512.0,households_and_nonprofit_organizations,treasury_securities,asset
8250,1985-10-01,Z1/Z1/FL313161400.Q.1,79777.0,,,
8251,1985-10-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",211735.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
8252,1985-10-01,Nonfinancial corporate business; Treasury securities; asset,41102.0,nonfinancial_corporate_business,treasury_securities,asset
8253,1985-10-01,Nonfinancial noncorporate business; total U.S. government securities; asset,5754.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
8254,1985-10-01,"State and local governments; Treasury securities, including SLGS; asset",258670.0,state_and_local_governments,treasury_securities_including_slgs,asset
8255,1985-10-01,Z1/Z1/FL213061120.Q.1,87510.0,,,
8256,1985-10-01,"State and local governments; Treasury securities, excluding SLGS; asset",171160.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
8257,1985-10-01,Monetary authority; total Treasury securities; asset,177798.0,monetary_authority,total_treasury_securities,asset
8258,1985-10-01,Monetary authority; Treasury bills; asset,85425.0,monetary_authority,treasury_bills,asset
8259,1985-10-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",92373.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
8260,1985-10-01,U.S.-chartered depository institutions; Treasury securities; asset,217143.0,u.s.-chartered_depository_institutions,treasury_securities,asset
8261,1985-10-01,Foreign banking offices in the U.S.; Treasury securities; asset,4773.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
8262,1985-10-01,Banks in U.S.-affiliated areas; Treasury securities; asset,1209.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
8263,1985-10-01,Credit unions; Treasury securities; asset,6153.0,credit_unions,treasury_securities,asset
8264,1985-10-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",32338.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
8265,1985-10-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",3543.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
8266,1985-10-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",28795.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
8267,1985-10-01,Life insurance companies; Treasury securities; asset,51700.0,life_insurance_companies,treasury_securities,asset
8268,1985-10-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
8269,1985-10-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",51700.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
8270,1985-10-01,Private pension funds; Treasury securities; asset,128551.0,private_pension_funds,treasury_securities,asset
8271,1985-10-01,Private defined benefit pension funds; Treasury securities; asset,96413.0,private_defined_benefit_pension_funds,treasury_securities,asset
8272,1985-10-01,Private defined contribution pension funds; Treasury securities; asset,32138.0,private_defined_contribution_pension_funds,treasury_securities,asset
8273,1985-10-01,Federal government retirement funds; Treasury securities; asset,172130.0,federal_government_retirement_funds,treasury_securities,asset
8274,1985-10-01,Federal government defined benefit retirement funds; Treasury securities; asset,172130.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
8275,1985-10-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
8276,1985-10-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,85383.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
8277,1985-10-01,Money market funds; Treasury securities; asset,24570.0,money_market_funds,treasury_securities,asset
8278,1985-10-01,Money market funds; Treasury bills; asset,20530.0,money_market_funds,treasury_bills,asset
8279,1985-10-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",4040.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
8280,1985-10-01,Mutual funds; Treasury securities; asset (market value),39719.0,mutual_funds,treasury_securities,asset_(market_value)
8281,1985-10-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
8282,1985-10-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",39719.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
8283,1985-10-01,Closed-end funds; Treasury securities; asset,612.0,closed-end_funds,treasury_securities,asset
8284,1985-10-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
8285,1985-10-01,Government-sponsored enterprises; Treasury securities; asset,6786.0,government-sponsored_enterprises,treasury_securities,asset
8286,1985-10-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
8287,1985-10-01,Security brokers and dealers; Treasury securities (net); asset,-4011.0,security_brokers_and_dealers,treasury_securities_(net),asset
8288,1985-10-01,Holding companies; Treasury securities; asset,777.0,holding_companies,treasury_securities,asset
8289,1985-10-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
8290,1985-10-01,Rest of the world; Treasury securities; asset,226392.0,rest_of_the_world,treasury_securities,asset
8291,1985-10-01,Rest of the world; Treasury bills and certificates; asset,69133.0,rest_of_the_world,treasury_bills_and_certificates,asset
8292,1985-10-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",157259.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
8293,1985-10-01,Instrument discrepancies; Treasury securities (level),-10336.0,,,
8294,1986-01-01,Federal government; Treasury securities; liability,1793895.0,federal_government,treasury_securities,liability
8295,1986-01-01,Federal government; marketable Treasury securities; liability,1461722.0,federal_government,marketable_treasury_securities,liability
8296,1986-01-01,Federal government; Treasury bills; liability,393172.0,federal_government,treasury_bills,liability
8297,1986-01-01,Federal government; other marketable Treasury securities; liability,1054381.0,federal_government,other_marketable_treasury_securities,liability
8298,1986-01-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,14169.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
8299,1986-01-01,Federal government; nonmarketable Treasury securities; liability,332173.0,federal_government,nonmarketable_treasury_securities,liability
8300,1986-01-01,Federal government; U.S. savings securities; liability,81423.0,federal_government,u.s._savings_securities,liability
8301,1986-01-01,State and local governments; State and local government series securities (SLGS); asset,88450.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
8302,1986-01-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
8303,1986-01-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,155533.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
8304,1986-01-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
8305,1986-01-01,Federal government; other nonmarketable Treasury securities; liability,6767.0,federal_government,other_nonmarketable_treasury_securities,liability
8306,1986-01-01,All sectors; Treasury securities; asset,1806774.0,all_sectors,treasury_securities,asset
8307,1986-01-01,Households and nonprofit organizations; Treasury securities; asset,266644.0,households_and_nonprofit_organizations,treasury_securities,asset
8308,1986-01-01,Z1/Z1/FL313161400.Q.1,81423.0,,,
8309,1986-01-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",185221.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
8310,1986-01-01,Nonfinancial corporate business; Treasury securities; asset,33539.0,nonfinancial_corporate_business,treasury_securities,asset
8311,1986-01-01,Nonfinancial noncorporate business; total U.S. government securities; asset,9425.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
8312,1986-01-01,"State and local governments; Treasury securities, including SLGS; asset",263205.0,state_and_local_governments,treasury_securities_including_slgs,asset
8313,1986-01-01,Z1/Z1/FL213061120.Q.1,88450.0,,,
8314,1986-01-01,"State and local governments; Treasury securities, excluding SLGS; asset",174755.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
8315,1986-01-01,Monetary authority; total Treasury securities; asset,176620.0,monetary_authority,total_treasury_securities,asset
8316,1986-01-01,Monetary authority; Treasury bills; asset,84247.0,monetary_authority,treasury_bills,asset
8317,1986-01-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",92373.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
8318,1986-01-01,U.S.-chartered depository institutions; Treasury securities; asset,220556.0,u.s.-chartered_depository_institutions,treasury_securities,asset
8319,1986-01-01,Foreign banking offices in the U.S.; Treasury securities; asset,4148.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
8320,1986-01-01,Banks in U.S.-affiliated areas; Treasury securities; asset,1308.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
8321,1986-01-01,Credit unions; Treasury securities; asset,6336.0,credit_unions,treasury_securities,asset
8322,1986-01-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",35771.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
8323,1986-01-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",3551.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
8324,1986-01-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",32220.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
8325,1986-01-01,Life insurance companies; Treasury securities; asset,53627.0,life_insurance_companies,treasury_securities,asset
8326,1986-01-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
8327,1986-01-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",53627.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
8328,1986-01-01,Private pension funds; Treasury securities; asset,131499.0,private_pension_funds,treasury_securities,asset
8329,1986-01-01,Private defined benefit pension funds; Treasury securities; asset,98624.0,private_defined_benefit_pension_funds,treasury_securities,asset
8330,1986-01-01,Private defined contribution pension funds; Treasury securities; asset,32875.0,private_defined_contribution_pension_funds,treasury_securities,asset
8331,1986-01-01,Federal government retirement funds; Treasury securities; asset,169702.0,federal_government_retirement_funds,treasury_securities,asset
8332,1986-01-01,Federal government defined benefit retirement funds; Treasury securities; asset,169702.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
8333,1986-01-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
8334,1986-01-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,95028.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
8335,1986-01-01,Money market funds; Treasury securities; asset,29238.0,money_market_funds,treasury_securities,asset
8336,1986-01-01,Money market funds; Treasury bills; asset,24462.0,money_market_funds,treasury_bills,asset
8337,1986-01-01,"Money market funds; Other Treasury securities, excluding Treasury bills; asset",4776.0,money_market_funds,other_treasury_securities_excluding_treasury_bills,asset
8338,1986-01-01,Mutual funds; Treasury securities; asset (market value),48660.0,mutual_funds,treasury_securities,asset_(market_value)
8339,1986-01-01,Mutual funds; Treasury bills; asset,0.0,mutual_funds,treasury_bills,asset
8340,1986-01-01,"Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset",48660.0,mutual_funds,other_treasury_securities_excluding_treasury_bills_(includes_all_treasury_securities_before_2010:q4),asset
8341,1986-01-01,Closed-end funds; Treasury securities; asset,689.0,closed-end_funds,treasury_securities,asset
8342,1986-01-01,Exchange-traded funds; Treasury securities; asset,0.0,exchange-traded_funds,treasury_securities,asset
8343,1986-01-01,Government-sponsored enterprises; Treasury securities; asset,10035.0,government-sponsored_enterprises,treasury_securities,asset
8344,1986-01-01,Issuers of asset-backed securities; Treasury securities; asset,0.0,issuers_of_asset-backed_securities,treasury_securities,asset
8345,1986-01-01,Security brokers and dealers; Treasury securities (net); asset,14590.0,security_brokers_and_dealers,treasury_securities_(net),asset
8346,1986-01-01,Holding companies; Treasury securities; asset,704.0,holding_companies,treasury_securities,asset
8347,1986-01-01,Other financial business; Treasury securities; asset,0.0,other_financial_business,treasury_securities,asset
8348,1986-01-01,Rest of the world; Treasury securities; asset,235450.0,rest_of_the_world,treasury_securities,asset
8349,1986-01-01,Rest of the world; Treasury bills and certificates; asset,73044.0,rest_of_the_world,treasury_bills_and_certificates,asset
8350,1986-01-01,"Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset",162406.0,rest_of_the_world,other_treasury_securities_excluding_treasury_bills_and_certificates,asset
8351,1986-01-01,Instrument discrepancies; Treasury securities (level),-12879.0,,,
8352,1986-04-01,Federal government; Treasury securities; liability,1850659.0,federal_government,treasury_securities,liability
8353,1986-04-01,Federal government; marketable Treasury securities; liability,1488154.0,federal_government,marketable_treasury_securities,liability
8354,1986-04-01,Federal government; Treasury bills; liability,396650.0,federal_government,treasury_bills,liability
8355,1986-04-01,Federal government; other marketable Treasury securities; liability,1091504.0,federal_government,other_marketable_treasury_securities,liability
8356,1986-04-01,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,0.0,federal_government,long-term_marketable_treasury_securities_issued_to_the_civil_service_retirement_fund_through_the_federal_financing_bank,liability
8357,1986-04-01,Federal government; nonmarketable Treasury securities; liability,362505.0,federal_government,nonmarketable_treasury_securities,liability
8358,1986-04-01,Federal government; U.S. savings securities; liability,83821.0,federal_government,u.s._savings_securities,liability
8359,1986-04-01,State and local governments; State and local government series securities (SLGS); asset,98220.0,state_and_local_governments,state_and_local_government_series_securities_(slgs),asset
8360,1986-04-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan_g_fund,asset
8361,1986-04-01,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,175169.0,federal_government_defined_benefit_retirement_funds,nonmarketable_treasury_securities,asset
8362,1986-04-01,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset ,0.0,other_financial_business,nonmarketable_treasury_securities_held_by_federal_reserve_credit_facility_llcs,asset
8363,1986-04-01,Federal government; other nonmarketable Treasury securities; liability,5295.0,federal_government,other_nonmarketable_treasury_securities,liability
8364,1986-04-01,All sectors; Treasury securities; asset,1862650.0,all_sectors,treasury_securities,asset
8365,1986-04-01,Households and nonprofit organizations; Treasury securities; asset,246344.0,households_and_nonprofit_organizations,treasury_securities,asset
8366,1986-04-01,Z1/Z1/FL313161400.Q.1,83821.0,,,
8367,1986-04-01,"Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset",162523.0,households_and_nonprofit_organizations,treasury_securities_excluding_u.s._savings_securities,asset
8368,1986-04-01,Nonfinancial corporate business; Treasury securities; asset,40715.0,nonfinancial_corporate_business,treasury_securities,asset
8369,1986-04-01,Nonfinancial noncorporate business; total U.S. government securities; asset,10008.0,nonfinancial_noncorporate_business,total_u.s._government_securities,asset
8370,1986-04-01,"State and local governments; Treasury securities, including SLGS; asset",292695.0,state_and_local_governments,treasury_securities_including_slgs,asset
8371,1986-04-01,Z1/Z1/FL213061120.Q.1,98220.0,,,
8372,1986-04-01,"State and local governments; Treasury securities, excluding SLGS; asset",194475.0,state_and_local_governments,treasury_securities_excluding_slgs,asset
8373,1986-04-01,Monetary authority; total Treasury securities; asset,183849.0,monetary_authority,total_treasury_securities,asset
8374,1986-04-01,Monetary authority; Treasury bills; asset,91476.0,monetary_authority,treasury_bills,asset
8375,1986-04-01,"Monetary authority; other Treasury securities, excluding Treasury bills; asset",92373.0,monetary_authority,other_treasury_securities_excluding_treasury_bills,asset
8376,1986-04-01,U.S.-chartered depository institutions; Treasury securities; asset,222193.0,u.s.-chartered_depository_institutions,treasury_securities,asset
8377,1986-04-01,Foreign banking offices in the U.S.; Treasury securities; asset,5497.0,foreign_banking_offices_in_the_u.s.,treasury_securities,asset
8378,1986-04-01,Banks in U.S.-affiliated areas; Treasury securities; asset,1457.0,banks_in_u.s.-affiliated_areas,treasury_securities,asset
8379,1986-04-01,Credit unions; Treasury securities; asset,7198.0,credit_unions,treasury_securities,asset
8380,1986-04-01,"Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset",38585.0,property-casualty_insurance_companies,treasury_securities_including_those_held_by_u.s._residual_market_reinsurers,asset
8381,1986-04-01,"Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset",3529.0,property-casualty_insurance_companies,treasury_bills_including_those_held_by_u.s._residual_market_reinsurers,asset
8382,1986-04-01,"Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset",35056.0,property-casualty_insurance_companies,other_treasury_securities_including_those_held_by_u.s._residual_market_reinsurers_excluding_treasury_bills,asset
8383,1986-04-01,Life insurance companies; Treasury securities; asset,52798.0,life_insurance_companies,treasury_securities,asset
8384,1986-04-01,"Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset",0.0,life_insurance_companies,treasury_bills_including_those_held_by_u.s._captive_reinsurers,asset
8385,1986-04-01,"Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset",52798.0,life_insurance_companies,other_treasury_securities_including_those_held_by_u.s._captive_reinsurers_excluding_treasury_bills,asset
8386,1986-04-01,Private pension funds; Treasury securities; asset,126849.0,private_pension_funds,treasury_securities,asset
8387,1986-04-01,Private defined benefit pension funds; Treasury securities; asset,95137.0,private_defined_benefit_pension_funds,treasury_securities,asset
8388,1986-04-01,Private defined contribution pension funds; Treasury securities; asset,31712.0,private_defined_contribution_pension_funds,treasury_securities,asset
8389,1986-04-01,Federal government retirement funds; Treasury securities; asset,175169.0,federal_government_retirement_funds,treasury_securities,asset
8390,1986-04-01,Federal government defined benefit retirement funds; Treasury securities; asset,175169.0,federal_government_defined_benefit_retirement_funds,treasury_securities,asset
8391,1986-04-01,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,0.0,federal_government_defined_contribution_retirement_funds,treasury_securities_held_by_thrift_savings_plan,asset
8392,1986-04-01,State and local government employee defined benefit retirement funds; Treasury securities; asset,98507.0,state_and_local_government_employee_defined_benefit_retirement_funds,treasury_securities,asset
8393,1986-04-01,Money market funds; Treasury securities; asset,22336.0,money_market_funds,treasury_securities,asset
